,s*_l10_2_MIITRA2.nii.gz,s*_l1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_l9_2_MIITRA2.nii.gz,s*_r10_2_MIITRA2.nii.gz,s*_r1_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r2_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r3_Seg_4cl_S0_WBednoCSF_2_MIITRA2.nii.gz,s*_r9_2_MIITRA2.nii.gz,sub
0,0.24078624078624078,0.40332640332640335,0.32432432432432434,0.37990867579908677,0.31186440677966104,0.25555555555555554,0.30158730158730157,0.1933534743202417,0.4061470911086718,0.3046875,dtifit_d_S0_bfc_sub8_masked_2_MIITRA2
1,0.08163265306122448,0.3901345291479821,0.39416058394160586,0.4919678714859438,0.3317972350230415,0.1676190476190476,0.4188034188034188,0.30451127819548873,0.5106382978723404,0.11602209944751381,dtifit_d_S0_bfc_sub6_masked_2_MIITRA2
2,0.3148936170212766,0.6650246305418719,0.3482758620689655,0.32744186046511625,0.28703703703703703,0.17204301075268819,0.6982248520710059,0.2345132743362832,0.3076923076923077,0.1589958158995816,dtifit_d_S0_bfc_sub19_masked_2_MIITRA2
3,0.15849056603773584,0.44356435643564357,0.3660377358490566,0.4143272023233301,0.37185929648241206,0.13168724279835392,0.37755102040816324,0.3149078726968174,0.49533678756476685,0.20765027322404372,dtifit_d_S0_bfc_sub17_masked_2_MIITRA2
4,0.18691588785046728,0.46215139442231074,0.2908366533864542,0.41839495040577096,0.4583333333333333,0.15308641975308643,0.47953216374269003,0.20326678765880218,0.40148698884758366,0.116991643454039,dtifit_d_S0_bfc_sub11_masked_2_MIITRA2
5,0.2867383512544803,0.2890995260663507,0.3954022988505747,0.3934760448521916,0.36134453781512604,0.15901060070671377,0.0,0.3543788187372709,0.4711111111111111,0.31896551724137934,dtifit_d_S0_bfc_sub1_masked_2_MIITRA2
6,0.2808219178082192,0.4982078853046595,0.3977272727272727,0.46828358208955223,0.298932384341637,0.15017064846416384,0.37727272727272726,0.23118279569892472,0.454638124362895,0.128,dtifit_d_S0_bfc_sub3_masked_2_MIITRA2
7,0.1353637901861252,0.4908424908424908,0.34408602150537637,0.3869104908565929,0.208,0.18227848101265823,0.43609022556390975,0.27765726681127983,0.47348951911220716,0.2755905511811024,dtifit_d_S0_bfc_sub7_masked_2_MIITRA2
8,0.3559322033898305,0.5140712945590994,0.43271767810026385,0.41083916083916083,0.5051546391752577,0.23197492163009403,0.46153846153846156,0.2808219178082192,0.48404255319148937,0.4444444444444444,dtifit_d_S0_bfc_sub13_masked_2_MIITRA2
9,0.1277533039647577,0.5031446540880503,0.3135593220338983,0.39961575408261285,0.31125827814569534,0.06521739130434782,0.4378947368421053,0.3072916666666667,0.4746192893401015,0.2073170731707317,dtifit_d_S0_bfc_sub22_masked_2_MIITRA2
10,0.20809248554913296,0.5054945054945055,0.28700906344410876,0.3572815533980582,0.27205882352941174,0.12987012987012986,0.28191489361702127,0.20373027259684362,0.2836004932182491,0.15300546448087432,dtifit_d_S0_bfc_sub10_masked_2_MIITRA2
11,0.3611111111111111,0.37894736842105264,0.29464285714285715,0.43422263109475623,0.3206751054852321,0.23738872403560832,0.0,0.23201856148491878,0.43661971830985913,0.3825136612021858,dtifit_d_S0_bfc_sub24_masked_2_MIITRA2
12,0.20540540540540542,0.43870967741935485,0.39732142857142855,0.3541284403669725,0.3469387755102041,0.26631853785900783,0.37037037037037035,0.30385487528344673,0.47102803738317756,0.14022140221402213,dtifit_d_S0_bfc_sub18_masked_2_MIITRA2
13,0.18796992481203006,0.15772870662460567,0.3599320882852292,0.4622222222222222,0.3314917127071823,0.2,0.44274809160305345,0.2879684418145957,0.42773207990599293,0.2898550724637681,dtifit_d_S0_bfc_sub2_masked_2_MIITRA2
14,0.23048327137546468,0.4318181818181818,0.35412474849094566,0.44214876033057854,0.3684210526315789,0.4669603524229075,0.3805668016194332,0.24890829694323144,0.48050579557428874,0.3235294117647059,dtifit_d_S0_bfc_sub23_masked_2_MIITRA2
